Date,Open,Close,High,Low,Volume
,INFY,INFY,INFY,INFY,INFY
2020-01-02,9.103119378695197,9.094281196594238,9.138471264243599,9.04125294684392,5688000
2020-06-29,8.513734056597832,8.57646656036377,8.585428590806407,8.451001552831894,7814800
