Date,Open,Close,High,Low,Volume
,IBN,IBN,IBN,IBN,IBN
2020-01-02,14.755995358225649,14.843711853027344,14.853458440056098,14.746248771196894,5234500
2020-06-29,8.81071248616442,8.888683319091797,8.927668735555486,8.761980483213398,3734000
