Date,Open,Close,High,Low,Volume
,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
2020-01-02,314.8462353827271,319.36419677734375,319.8818984050485,313.76381012406875,20324236
2020-06-29,172.24771437385593,168.71804809570312,172.34184455283952,168.01211484007257,50966428
