Date,Open,Close,High,Low,Volume
,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS
2020-01-02,437.71007418118705,438.7703857421875,442.8187854048309,437.1317442158331,4933053
2020-06-29,538.7274885570696,546.6315307617188,548.4147696633341,531.3053979525781,13162970
