Date,Open,Close,High,Low,Volume
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2020-01-02,1227.81260738962,1235.25244140625,1236.4524146347387,1227.81260738962,3068583
2020-06-29,995.4977753833749,1032.9849853515625,1039.2727746633527,995.4977753833749,23002978
